site_id,lat,lon,altitude_m,ghi_kwh_m2_yr,slope_deg,area_ha,capacity_mw,grid_km,road_km,land_eur_ha,substation,substation_capacity_mw,annual_mwh,lifetime_mwh,capex_eur,capex_eur_per_kw,lcoe_proxy
S350,32.4524,54.0509,1555.0,1989.3,4.1,137.5,85.0,18.28,94.51,6103.0,8,20.0,147109.0,3457055.0,59225872.0,696.8,17.13
S351,32.0934,54.3138,1512.0,2004.3,8.34,85.1,53.0,49.89,83.65,5445.0,7,50.0,92418.0,2171829.0,39540051.0,746.0,18.21
S352,32.4332,55.4056,1216.0,1993.5,3.51,103.0,64.0,59.78,33.82,4968.0,7,50.0,110998.0,2608455.0,44922090.0,701.9,17.22
S353,32.1063,52.8031,1505.0,2000.5,0.55,166.8,104.0,98.84,142.8,3032.0,6,20.0,181005.0,4253623.0,79084178.0,760.4,18.59
S354,32.1069,55.7873,1539.0,2040.5,3.22,157.3,98.0,91.49,31.32,5414.0,7,50.0,173973.0,4088366.0,70378120.0,718.1,17.21
S355,31.0936,52.8256,932.0,2081.3,1.16,230.0,120.0,65.06,39.64,5024.0,4,80.0,217288.0,5106261.0,83511856.0,695.9,16.35
S356,31.6189,55.5526,1334.0,2030.2,3.7,111.5,69.0,65.54,14.26,8488.0,1,50.0,121873.0,2864013.0,48222880.0,698.9,16.84
S357,31.7331,53.7388,1235.0,2015.0,0.16,95.6,59.0,60.14,113.55,2752.0,3,30.0,103430.0,2430604.0,44393522.0,752.4,18.26
S358,31.263,55.1112,1261.0,2090.8,4.02,109.1,68.0,94.28,23.12,6974.0,1,50.0,123692.0,2906756.0,49288887.0,724.8,16.96
S359,31.319,54.0996,1506.0,2069.7,0.5,105.6,65.0,5.0,101.04,10555.0,3,30.0,117042.0,2750476.0,45958913.0,707.1,16.71
S360,33.16,53.0287,1191.0,1865.5,1.46,89.6,55.0,58.77,202.81,3919.0,6,20.0,89264.0,2097708.0,45606830.0,829.2,21.74
S361,31.5452,54.548,1246.0,2066.9,5.06,118.6,74.0,53.46,76.7,3577.0,3,30.0,133067.0,3127075.0,53154281.0,718.3,17.0
S362,31.3899,53.8037,1281.0,2109.7,1.02,112.1,70.0,29.09,87.43,7560.0,3,30.0,128481.0,3019297.0,49611380.0,708.7,16.43
S363,32.1971,55.3658,1419.0,2010.8,1.83,49.9,31.0,51.03,45.21,7388.0,7,50.0,54231.0,1274435.0,22803645.0,735.6,17.89
S364,33.1071,53.899,1093.0,1870.0,2.42,157.2,98.0,52.87,127.0,3017.0,6,20.0,159436.0,3746751.0,70953537.0,724.0,18.94
S365,32.4029,55.3503,1745.0,2021.5,1.12,107.0,66.0,53.69,29.98,8004.0,7,50.0,116075.0,2727751.0,45906733.0,695.6,16.83
S366,32.0772,54.086,1699.0,2016.1,2.46,126.1,78.0,49.43,103.03,3704.0,8,20.0,136813.0,3215095.0,56439882.0,723.6,17.55
S367,31.7708,54.2979,1540.0,1999.5,4.21,23.1,14.0,58.63,108.74,1800.0,3,30.0,24354.0,572317.0,14014363.0,1001.0,24.49
S368,30.6969,54.0168,1360.0,2116.7,4.16,75.7,47.0,60.9,86.25,3459.0,4,80.0,86552.0,2033969.0,35540444.0,756.2,17.47
S369,30.6205,53.2516,1203.0,2130.3,2.47,92.4,57.0,50.73,28.27,6681.0,4,80.0,105642.0,2482577.0,39604266.0,694.8,15.95
S370,31.4743,53.1776,1605.0,2047.7,8.33,112.3,70.0,59.06,69.2,3568.0,4,80.0,124705.0,2930566.0,50777257.0,725.4,17.33
S371,31.4709,54.5021,1048.0,2063.4,2.52,90.4,56.0,45.47,74.45,4644.0,3,30.0,100529.0,2362428.0,40457471.0,722.5,17.13
S372,31.6209,54.1468,1348.0,2020.8,1.02,93.2,58.0,38.73,111.49,6217.0,3,30.0,101970.0,2396285.0,43059932.0,742.4,17.97
S373,31.7041,55.7424,1551.0,2006.9,0.65,102.4,64.0,59.82,16.67,10945.0,1,50.0,111744.0,2625989.0,44547442.0,696.1,16.96
S374,32.2149,53.4686,1173.0,2035.3,0.26,47.6,29.0,46.86,152.65,3494.0,8,20.0,51351.0,1206740.0,25628521.0,883.7,21.24
S375,32.5025,54.6089,2081.0,2025.5,2.3,76.8,47.0,37.76,41.96,6454.0,7,50.0,82823.0,1946333.0,32939014.0,700.8,16.92
S376,31.9293,56.2364,1140.0,2015.2,4.34,98.8,61.0,75.18,30.0,7607.0,1,50.0,106947.0,2513247.0,43792509.0,717.9,17.42
S377,32.2537,53.5953,1163.0,1971.6,1.34,116.2,72.0,35.09,140.08,5253.0,8,20.0,123501.0,2902274.0,53244309.0,739.5,18.35
S378,31.2012,55.3149,939.0,2054.3,1.26,86.6,54.0,75.26,24.95,7081.0,1,50.0,96511.0,2268009.0,38409724.0,711.3,16.94
S379,32.9037,54.6401,1251.0,1915.8,2.69,41.6,26.0,44.77,58.72,4010.0,0,50.0,43335.0,1018382.0,19762405.0,760.1,19.41
S380,32.4264,53.2182,1358.0,1955.5,0.66,90.2,56.0,47.09,172.67,3383.0,6,20.0,95272.0,2238891.0,44387770.0,792.6,19.83
S381,31.1443,56.1037,1533.0,2120.2,4.38,82.6,51.0,13.17,60.96,7765.0,1,50.0,94073.0,2210722.0,35669513.0,699.4,16.13
S382,33.1046,55.8098,1328.0,1899.6,3.06,81.7,51.0,38.87,49.1,6557.0,2,30.0,84285.0,1980703.0,35990442.0,705.7,18.17
S383,32.0577,53.5493,1988.0,2046.4,1.64,127.3,79.0,55.03,139.65,3518.0,8,20.0,140649.0,3305253.0,58871952.0,745.2,17.81
S384,31.2985,52.911,1418.0,2085.1,2.92,117.1,73.0,64.21,53.83,2695.0,4,80.0,132425.0,3111980.0,51801644.0,709.6,16.65
S385,30.6775,55.6029,1036.0,2105.2,1.64,63.9,39.0,70.74,62.62,2517.0,5,80.0,71429.0,1678592.0,29215529.0,749.1,17.4
S386,32.1247,55.611,1231.0,1957.5,0.86,105.4,65.0,74.78,47.28,5515.0,7,50.0,110697.0,2601371.0,46739442.0,719.1,17.97
S387,33.1447,54.7568,1626.0,1938.8,0.88,29.9,18.0,15.98,53.69,8974.0,0,50.0,30362.0,713498.0,13930630.0,773.9,19.52
S388,32.7923,53.8113,1655.0,1984.1,4.86,110.6,69.0,31.19,120.75,5547.0,6,20.0,119106.0,2798980.0,50629887.0,733.8,18.09
S389,32.7065,54.1664,1197.0,1957.1,2.46,127.5,79.0,38.46,86.21,2804.0,8,20.0,134511.0,3161020.0,55610028.0,703.9,17.59
S390,31.676,53.2768,1337.0,2069.2,6.71,95.2,59.0,75.83,92.52,1904.0,4,80.0,106212.0,2495983.0,44710838.0,757.8,17.91
S391,32.9922,54.6422,1241.0,1923.7,1.82,77.2,48.0,35.53,61.51,6890.0,0,50.0,80334.0,1887842.0,34332243.0,715.3,18.19
S392,32.1469,54.1485,1516.0,2009.7,2.24,68.0,42.0,45.81,94.29,6034.0,8,20.0,73434.0,1725709.0,32047644.0,763.0,18.57
S393,31.6618,53.2279,1333.0,2062.5,4.34,69.4,43.0,75.79,90.37,3961.0,4,80.0,77158.0,1813216.0,33543029.0,780.1,18.5
S394,30.6942,54.3681,1485.0,2144.3,0.45,79.7,49.0,70.41,81.89,4191.0,3,30.0,91412.0,2148170.0,36876445.0,752.6,17.17
S395,33.0296,52.9523,1387.0,1860.3,0.78,129.3,80.0,55.86,205.07,1800.0,6,20.0,129477.0,3042707.0,62021824.0,775.3,20.38
S396,33.3275,55.1854,1652.0,1941.7,2.89,64.7,40.0,35.06,39.29,9172.0,2,30.0,67571.0,1587922.0,28305100.0,707.6,17.83
S397,32.6289,55.0622,1854.0,2016.8,10.36,72.4,45.0,51.12,13.42,8820.0,7,50.0,78958.0,1855506.0,31572510.0,701.6,17.02
S398,31.5607,54.9045,1517.0,2110.1,1.04,50.4,31.0,73.22,59.7,3672.0,7,50.0,56909.0,1337371.0,23729676.0,765.5,17.74
S399,31.8323,54.3809,1312.0,2051.7,2.67,102.3,63.0,59.66,98.44,3495.0,7,50.0,112454.0,2642661.0,46727615.0,741.7,17.68
S400,31.5037,53.9733,1228.0,2089.3,4.49,211.2,120.0,27.15,107.85,8237.0,3,30.0,218123.0,5125889.0,83991854.0,699.9,16.39
S401,31.1007,53.3578,1556.0,2080.3,0.8,116.9,73.0,16.39,34.91,10763.0,4,80.0,132120.0,3104817.0,49002341.0,671.3,15.78
S402,31.4751,56.2484,1780.0,2096.5,5.94,62.0,38.0,27.35,54.05,5901.0,1,50.0,69310.0,1628792.0,27333910.0,719.3,16.78
S403,30.9015,54.7365,1359.0,2131.8,4.8,123.0,76.0,75.18,40.0,5595.0,3,30.0,140955.0,3312433.0,54473815.0,716.8,16.45
S404,32.8799,53.263,1575.0,1997.6,2.2,110.3,68.0,22.45,172.82,4968.0,6,20.0,118178.0,2777183.0,51374078.0,755.5,18.5
S405,30.9816,54.8254,1728.0,2166.4,3.49,82.7,51.0,78.18,28.87,3891.0,3,30.0,96123.0,2258894.0,36522412.0,716.1,16.17
S406,33.2261,53.9895,1773.0,1944.1,2.1,123.9,77.0,68.11,125.06,3987.0,6,20.0,130235.0,3060529.0,57811661.0,750.8,18.89
S407,32.1985,55.2368,1410.0,1976.1,1.74,56.7,35.0,38.9,38.41,4876.0,7,50.0,60172.0,1414048.0,24739964.0,706.9,17.5
S408,32.5428,55.0855,1294.0,1990.6,0.94,131.4,82.0,43.9,4.71,11766.0,7,50.0,142009.0,3337221.0,55503482.0,676.9,16.63
S409,31.0619,52.9712,1726.0,2161.3,3.8,166.8,104.0,50.9,27.84,8013.0,4,80.0,195554.0,4595529.0,71687896.0,689.3,15.6
S410,31.2308,54.1895,1561.0,2085.7,1.31,67.4,42.0,11.6,90.31,7844.0,3,30.0,76211.0,1790970.0,30821501.0,733.8,17.21
S411,30.8145,54.113,1729.0,2154.8,2.01,159.4,99.0,51.55,93.72,5067.0,3,30.0,185593.0,4361434.0,70393146.0,711.0,16.14
S412,31.2983,55.9906,1488.0,2055.9,1.65,157.4,98.0,11.4,41.05,8115.0,1,50.0,175286.0,4119222.0,64867282.0,661.9,15.75
S413,31.0634,56.2341,1502.0,2162.7,3.06,131.8,82.0,25.43,75.94,7353.0,1,50.0,154287.0,3625745.0,56988942.0,695.0,15.72
S414,32.0321,55.1294,1465.0,1994.1,4.19,140.2,87.0,35.27,53.4,8066.0,7,50.0,150933.0,3546936.0,60235644.0,692.4,16.98
S415,32.2664,54.0657,1111.0,2015.2,4.79,24.5,15.0,30.54,96.82,7960.0,8,20.0,26298.0,618011.0,14022960.0,934.9,22.69
S416,32.1581,53.2859,1399.0,1977.3,3.33,71.4,44.0,64.48,145.83,3320.0,8,20.0,75691.0,1778740.0,36067316.0,819.7,20.28
S417,32.6715,53.5469,1386.0,2007.3,1.31,130.0,81.0,14.6,142.57,9925.0,6,20.0,141454.0,3324179.0,58574478.0,723.1,17.62
S418,32.9441,55.894,1492.0,1894.2,5.13,133.2,83.0,58.01,55.47,2840.0,2,30.0,136780.0,3214334.0,58540991.0,705.3,18.21
S419,32.4183,53.3153,1686.0,1971.3,2.11,138.7,86.0,43.95,163.64,3042.0,6,20.0,147493.0,3466078.0,63826088.0,742.2,18.41
S420,33.3051,54.3882,1251.0,1854.9,1.5,86.0,53.0,37.96,92.07,6005.0,0,50.0,85529.0,2009942.0,38927911.0,734.5,19.37
S421,31.4941,53.4241,1237.0,2042.0,1.24,143.3,89.0,53.02,76.48,2390.0,4,80.0,158112.0,3715633.0,62575317.0,703.1,16.84
S422,32.3593,54.354,1549.0,1983.0,3.48,67.4,42.0,46.96,67.96,5374.0,7,50.0,72459.0,1702782.0,31006869.0,738.3,18.21
S423,31.2907,54.8156,1549.0,2124.3,1.97,126.5,79.0,69.9,38.77,6645.0,3,30.0,146003.0,3431074.0,55981834.0,708.6,16.32
S424,31.2354,53.0883,1800.0,2147.6,3.58,25.2,15.0,46.09,42.71,6681.0,4,80.0,28026.0,658615.0,11879299.0,792.0,18.04
S425,31.9323,54.2924,1626.0,2029.3,3.0,33.9,21.0,59.15,96.26,5556.0,7,50.0,37075.0,871270.0,18311495.0,872.0,21.02
S426,31.9617,56.2928,1352.0,2030.9,2.88,32.9,20.0,79.77,29.5,8060.0,1,50.0,35338.0,830435.0,15232106.0,761.6,18.34
S427,31.7791,56.3628,1394.0,2042.2,2.5,62.5,39.0,62.47,50.26,5118.0,1,50.0,69292.0,1628358.0,28652507.0,734.7,17.6
S428,32.9906,53.9759,1634.0,1887.9,1.16,134.9,84.0,51.64,114.37,4188.0,6,20.0,137968.0,3242242.0,60973242.0,725.9,18.81
S429,32.351,53.9492,1741.0,2024.7,4.33,44.7,27.0,16.49,105.36,8117.0,8,20.0,47560.0,1117665.0,22044749.0,816.5,19.72
S430,33.3318,54.8436,1385.0,1916.3,1.62,119.1,74.0,6.87,57.29,9621.0,0,50.0,123371.0,2899228.0,50002404.0,675.7,17.25
S431,30.6402,53.1668,1465.0,2101.0,6.32,28.4,17.0,53.26,23.91,9167.0,4,80.0,31074.0,730234.0,12666578.0,745.1,17.35
S432,31.9043,54.4239,1758.0,2055.1,3.47,147.6,92.0,51.17,89.73,5520.0,7,50.0,164490.0,3865520.0,65758269.0,714.8,17.01
S433,31.4122,52.8526,1595.0,2156.1,2.63,80.5,50.0,75.57,67.63,4051.0,4,80.0,93790.0,2204073.0,37304470.0,746.1,16.93
S434,32.0567,53.7546,1367.0,2026.6,7.73,39.6,24.0,47.84,132.27,3975.0,8,20.0,42315.0,994412.0,21757319.0,906.6,21.88
S435,31.2424,54.4164,1489.0,2086.1,2.01,84.2,52.0,32.19,69.76,5208.0,3,30.0,94375.0,2217816.0,37065614.0,712.8,16.71
S436,30.854,55.1074,1588.0,2193.9,5.24,209.2,120.0,105.17,22.37,6437.0,1,50.0,229043.0,5382514.0,87441832.0,728.7,16.25
S437,33.0626,52.821,1511.0,1960.7,2.47,127.0,79.0,68.42,217.85,2273.0,6,20.0,134759.0,3166834.0,62917350.0,796.4,19.87
S438,31.4462,54.725,1353.0,2140.2,1.33,54.3,33.0,64.04,57.21,2197.0,3,30.0,61445.0,1443961.0,24694147.0,748.3,17.1
S439,30.79,55.0289,1065.0,2159.2,4.62,63.4,39.0,105.38,30.62,7869.0,3,30.0,73262.0,1721649.0,29431855.0,754.7,17.1
S440,32.5998,53.0371,1505.0,1951.2,0.95,71.5,44.0,46.29,189.51,3915.0,6,20.0,74692.0,1755260.0,37168625.0,844.7,21.18
S441,32.1873,53.7588,1220.0,1957.7,5.54,121.5,75.0,33.64,127.0,6652.0,8,20.0,127740.0,3001888.0,55212633.0,736.2,18.39
S442,32.0089,54.9206,1281.0,2009.3,3.41,134.1,83.0,24.73,56.99,8907.0,7,50.0,145092.0,3409651.0,57059422.0,687.5,16.73
S443,31.2499,55.0443,1881.0,2135.0,0.96,92.7,57.0,91.68,22.72,8018.0,3,30.0,105875.0,2488054.0,41192945.0,722.7,16.56
S444,32.2637,54.3305,1609.0,1984.0,2.96,83.7,52.0,46.71,73.38,3541.0,7,50.0,89756.0,2109270.0,37736083.0,725.7,17.89
S445,31.5184,54.4064,1905.0,2062.0,0.88,314.2,120.0,40.96,84.85,3766.0,3,30.0,215273.0,5058911.0,83133953.0,692.8,16.43
S446,31.4232,54.4709,1442.0,2057.6,8.01,84.4,52.0,40.5,73.73,7524.0,3,30.0,93086.0,2187517.0,38218320.0,735.0,17.47
S447,30.9917,54.4195,1609.0,2104.1,3.52,27.5,17.0,45.29,66.74,5862.0,3,30.0,31120.0,731312.0,14191598.0,834.8,19.41
S448,30.6356,53.586,1891.0,2145.4,3.45,48.3,30.0,43.69,49.63,7797.0,4,80.0,55995.0,1315881.0,22233476.0,741.1,16.9
S449,31.5424,55.544,1814.0,2098.3,1.7,67.1,41.0,61.5,13.75,8353.0,1,50.0,74846.0,1758889.0,28625821.0,698.2,16.27
S450,30.6552,56.0672,1599.0,2216.1,3.41,97.3,60.0,30.07,101.11,7191.0,5,80.0,115680.0,2718490.0,43850250.0,730.8,16.13
S451,30.762,55.4596,1291.0,2106.0,2.4,125.0,78.0,82.83,46.22,4323.0,1,50.0,142913.0,3358459.0,56152432.0,719.9,16.72
S452,31.7424,55.1297,1677.0,2018.9,3.98,93.8,58.0,60.0,56.49,4316.0,7,50.0,101874.0,2394032.0,41786539.0,720.5,17.45
S453,31.7613,53.4068,1741.0,2032.4,0.59,60.2,37.0,82.71,104.29,3121.0,4,80.0,65423.0,1537439.0,29926728.0,808.8,19.47
S454,31.8283,53.8444,1567.0,2094.8,3.48,93.4,58.0,65.21,127.78,3578.0,3,30.0,105704.0,2484035.0,44903714.0,774.2,18.08
S455,33.1027,52.9334,1097.0,1920.3,4.76,133.3,83.0,61.6,209.11,3238.0,6,20.0,138665.0,3258624.0,65235095.0,786.0,20.02
S456,32.0183,53.1127,1201.0,1975.6,1.19,48.6,30.0,86.77,129.57,2789.0,8,20.0,51563.0,1211734.0,26259668.0,875.3,21.67
S457,31.0166,53.9907,1524.0,2159.3,3.06,110.6,69.0,30.2,83.85,9371.0,3,30.0,129623.0,3046135.0,49269650.0,714.1,16.17
S458,32.0826,54.711,1323.0,2032.6,2.6,82.5,51.0,18.21,57.4,10362.0,7,50.0,90186.0,2119382.0,35802329.0,702.0,16.89
S459,33.2643,54.1499,1660.0,1865.5,6.82,127.5,79.0,60.1,111.58,5618.0,0,50.0,128216.0,3013072.0,58867248.0,745.2,19.54
S460,31.5395,55.9283,1898.0,2084.4,0.66,62.1,38.0,34.96,22.96,10966.0,1,50.0,68910.0,1619391.0,26277889.0,691.5,16.23
S461,33.1215,54.7256,1923.0,1935.7,2.51,150.4,94.0,19.28,55.71,7069.0,0,50.0,158302.0,3720086.0,63438720.0,674.9,17.05
S462,31.9519,55.7341,1793.0,2023.3,1.86,34.7,21.0,84.22,43.32,4769.0,1,50.0,36966.0,868694.0,16441085.0,782.9,18.93
S463,31.7445,54.9095,2203.0,2098.5,4.04,33.2,20.0,53.0,76.39,3873.0,7,50.0,36514.0,858077.0,16680924.0,834.0,19.44
S464,31.7736,53.0299,1164.0,2017.9,2.81,101.6,63.0,94.88,102.81,3439.0,4,80.0,110601.0,2599126.0,48646519.0,772.2,18.72
S465,33.2551,53.8151,1189.0,1868.4,3.85,80.6,50.0,60.62,141.59,4586.0,6,20.0,81275.0,1909972.0,39959717.0,799.2,20.92
S466,33.384,55.1437,1410.0,1882.0,4.66,33.7,21.0,34.15,46.44,6509.0,0,50.0,34384.0,808027.0,15891107.0,756.7,19.67
S467,32.1471,53.2271,1040.0,2005.3,3.39,113.0,70.0,69.8,144.15,2774.0,8,20.0,122123.0,2869885.0,53922927.0,770.3,18.79
S468,30.9652,54.4226,1056.0,2069.1,6.5,115.4,72.0,47.61,66.83,6696.0,3,30.0,129608.0,3045798.0,51571956.0,716.3,16.93
S469,33.3697,56.0874,1626.0,1924.5,5.44,41.5,25.0,49.28,84.56,5720.0,2,30.0,41858.0,983660.0,20447060.0,817.9,20.79
S470,31.2785,55.7363,1801.0,2115.5,1.39,60.3,37.0,34.9,31.83,8898.0,1,50.0,68098.0,1600302.0,25895197.0,699.9,16.18
S471,33.3525,53.8726,1663.0,1874.0,6.96,51.9,32.0,72.65,139.06,4318.0,6,20.0,52172.0,1226046.0,28040912.0,876.3,22.87
S472,32.1376,52.8586,1130.0,1997.4,3.19,101.5,63.0,92.85,145.16,3515.0,6,20.0,109477.0,2572721.0,50367548.0,799.5,19.58
S473,31.2735,53.8443,1774.0,2163.3,2.2,167.4,104.0,22.43,82.34,8194.0,3,30.0,195735.0,4599782.0,71461237.0,687.1,15.54
S474,30.9084,54.6975,1945.0,2129.6,1.29,52.1,32.0,71.68,43.09,5286.0,3,30.0,59288.0,1393270.0,23774169.0,742.9,17.06
S475,32.6736,53.4635,1207.0,1939.3,5.64,63.6,39.0,12.91,150.34,6957.0,6,20.0,65800.0,1546311.0,31648409.0,811.5,20.47
S476,33.3452,54.3589,1215.0,1886.1,1.41,105.8,66.0,41.16,96.33,3614.0,0,50.0,108300.0,2545047.0,47602075.0,721.2,18.7
S477,33.0796,52.8842,1235.0,1917.7,4.44,120.7,75.0,64.11,212.72,1800.0,6,20.0,125130.0,2940553.0,59884785.0,798.5,20.37
S478,32.1001,55.0952,1282.0,2012.3,3.29,130.1,81.0,28.59,45.55,7484.0,7,50.0,141807.0,3332459.0,55299495.0,682.7,16.59
S479,31.2703,53.122,1458.0,2071.3,3.75,20.0,12.0,45.6,46.4,7385.0,4,80.0,21624.0,508173.0,10028566.0,835.7,19.73
S480,32.6434,55.9334,1901.0,1946.1,6.06,81.8,51.0,89.41,54.46,2259.0,2,30.0,86348.0,2029189.0,38096973.0,747.0,18.77
S481,31.114,53.0696,1451.0,2062.1,3.53,192.9,120.0,42.57,29.62,7602.0,4,80.0,215283.0,5059156.0,81709238.0,680.9,16.15
S482,32.1314,54.1162,1605.0,2010.3,5.01,226.4,120.0,45.52,97.78,3149.0,8,20.0,209875.0,4932070.0,84352106.0,702.9,17.1
S483,31.837,55.4888,1042.0,2003.6,2.37,83.9,52.0,75.51,35.92,5189.0,7,50.0,90643.0,2130107.0,37425381.0,719.7,17.57
S484,32.5516,54.7932,1860.0,1975.9,3.43,55.6,34.0,37.47,25.12,9849.0,7,50.0,58447.0,1373507.0,23845448.0,701.3,17.36
S485,30.8422,53.1697,2220.0,2139.8,1.08,115.0,71.0,37.6,3.76,11269.0,4,80.0,132175.0,3106123.0,47667329.0,671.4,15.35
S486,32.9452,55.8288,1546.0,1940.4,0.34,184.4,115.0,54.86,49.4,7858.0,2,30.0,194137.0,4562220.0,79801452.0,693.9,17.49
S487,31.6071,55.0227,1496.0,2102.2,3.42,145.6,90.0,70.22,62.02,3369.0,7,50.0,164602.0,3868153.0,64271120.0,714.1,16.62
S488,33.2146,53.0611,1132.0,1852.9,1.46,48.4,30.0,61.21,202.21,5203.0,6,20.0,48361.0,1136476.0,28840469.0,961.3,25.38
S489,32.7985,53.3752,1859.0,1961.8,2.45,161.3,100.0,9.63,160.65,6505.0,6,20.0,170677.0,4010900.0,70902946.0,709.0,17.68
S490,32.4979,52.8048,1869.0,1990.3,4.66,108.8,68.0,70.83,185.49,3659.0,6,20.0,117746.0,2767034.0,54564978.0,802.4,19.72
S491,32.0773,55.4159,1563.0,2048.0,0.62,46.7,29.0,57.83,58.66,2889.0,7,50.0,51671.0,1214269.0,21912822.0,755.6,18.05
S492,31.856,55.6179,1048.0,2061.8,2.11,30.1,18.0,80.4,33.38,2953.0,1,50.0,32288.0,758763.0,13834732.0,768.6,18.23
S493,31.9032,53.5003,1146.0,2045.2,3.06,90.6,56.0,72.24,121.86,4719.0,8,20.0,99642.0,2341590.0,43669577.0,779.8,18.65
S494,32.296,55.7402,1244.0,2020.2,2.91,123.6,77.0,86.64,37.18,8169.0,7,50.0,135333.0,3180330.0,55839748.0,725.2,17.56
S495,32.3394,54.3826,1219.0,1941.5,1.13,62.2,38.0,43.7,65.96,5802.0,7,50.0,64186.0,1508371.0,28048735.0,738.1,18.6
S496,31.3016,55.9733,1676.0,2077.8,1.26,42.2,26.0,13.07,39.65,10477.0,1,50.0,47000.0,1104496.0,18539991.0,713.1,16.79
S497,31.3372,54.6395,1085.0,2039.0,4.66,132.8,83.0,53.55,55.12,3697.0,3,30.0,147236.0,3460050.0,58293660.0,702.3,16.85
S498,32.7923,53.5403,991.0,1953.6,8.69,46.1,28.0,5.87,145.39,7697.0,6,20.0,47590.0,1118358.0,24302226.0,867.9,21.73
S499,31.3227,55.3253,1158.0,2090.1,1.73,82.9,51.0,74.2,35.81,7225.0,1,50.0,92738.0,2179337.0,36802582.0,721.6,16.89
